state,dur,sbytes,sttl,sload,dload,swin,synack,ct_state_ttl,ct_srv_dst,ct_src_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,12,9,8,12,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
CON,1.544634,1444,254,5609.095703,12222.95996,0,0.0,0,1,1,1,1,Generic
CON,1.544634,1444,254,5609.095703,12222.95996,0,0.0,0,1,10,1,1,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
FIN,1.193868,1044,254,6412.769043,4925.16748,255,0.07833,1,3,2,1,3, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,9,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
FIN,0.828614,1042,254,9229.871094,6082.446289,255,0.079948,1,3,3,1,3, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
FIN,1.308665,1468,62,8631.697266,946173.375,255,0.063106,1,1,9,1,1,DoS
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,9,8,17,Generic
FIN,0.837424,564,254,4852.978027,2961.462891,255,0.067507,1,6,1,1,1, Reconnaissance 
FIN,0.586728,1034,254,12925.92188,8999.05957,255,0.057684,1,3,3,1,3, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
FIN,53.549648,2144,254,307.004822,215.127457,255,0.056532,1,4,4,2,4, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
FIN,53.549648,2144,254,307.004822,215.127457,255,0.056532,1,4,4,2,4, Fuzzers 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,17,9,9,17,Generic
FIN,0.803119,1130,254,10319.76563,7570.484375,255,0.133106,1,4,3,1,4, Fuzzers 
FIN,1.285719,564,254,3160.877197,1928.881714,255,0.076804,1,1,1,1,1, Reconnaissance 
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,8,8,17,Generic
FIN,0.629903,1632,254,18656.83984,2844.882324,255,0.05587,1,1,2,1,5,Exploits
FIN,1.211841,364,62,2105.886963,22306.55664,255,0.032197,1,1,1,1,1,Exploits
FIN,1.211841,364,62,2105.886963,22306.55664,255,0.032197,1,1,1,1,1,Exploits
FIN,0.857992,1034,254,8839.243164,6153.903809,255,0.071428,1,4,2,1,4, Fuzzers 
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
FIN,0.466607,770,62,11881.51856,75215.32813,255,0.064308,1,1,11,1,1,Exploits
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
FIN,2.155533,2326,62,8276.375,511669.25,255,0.048349,1,2,11,1,2,Generic
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
FIN,3.464865,1256,62,2779.90625,3544.149658,255,0.061582,1,1,1,1,1,Exploits
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
FIN,3.464865,1256,62,2779.90625,3544.149658,255,0.061582,1,1,1,1,1,Exploits
INT,1e-06,114,254,456000000.0,0.0,0,0.0,2,13,11,9,13,Generic
FIN,0.697718,1034,254,10869.7207,7292.344238,255,0.046989,1,2,3,1,2, Fuzzers 
FIN,0.740733,830,62,8067.684082,18068.58789,255,0.047571,1,2,5,1,2,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,13,5,4,13,Generic
FIN,0.987074,1040,254,7731.942871,4992.533203,255,0.0389,1,2,1,1,2, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,8,4,4,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,8,4,4,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,8,4,4,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,8,4,4,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,13,5,4,13,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,13,5,4,13,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,13,5,4,13,Generic
INT,6e-06,1390,254,926666624.0,0.0,0,0.0,2,2,2,2,2,Generic
FIN,1.081792,776,62,5169.200684,7868.425781,255,0.073917,1,1,1,1,1,Exploits
FIN,0.866346,1038,254,8790.945312,6981.044434,255,0.037347,1,3,4,1,2, Fuzzers 
INT,6e-06,1390,254,926666624.0,0.0,0,0.0,2,2,2,2,2,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,21,13,5,21,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,8,4,3,8,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,21,13,5,21,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,8,4,3,8,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,8,4,3,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,8,4,1,8,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,21,13,5,21,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,21,13,5,21,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,21,13,5,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
FIN,0.863581,1042,254,8856.146484,6151.131348,255,0.068354,1,3,2,1,2, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,21,13,8,21,Generic
FIN,0.950464,564,254,4275.806152,2609.251953,255,0.052327,1,2,1,1,1, Reconnaissance 
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
FIN,2.74318,884,62,2365.138184,7480.369629,255,0.045495,1,1,1,1,1,Exploits
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,18,1,1,18,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
FIN,0.88588,820,254,6790.987305,5364.157715,255,0.027959,1,2,1,1,1,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,7e-06,114,254,65142856.0,0.0,0,0.0,2,21,8,8,21,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
FIN,0.631852,808,62,9217.348633,52138.79297,255,0.065703,1,2,1,1,1,Exploits
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
FIN,0.34158,1068,254,22530.59375,5246.208984,255,0.030376,1,2,4,1,1,Exploits
INT,9e-06,168,254,74666664.0,0.0,0,0.0,2,1,1,1,1, Reconnaissance 
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,17,8,3,17,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,17,8,3,17,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,9,5,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,17,8,5,17,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,18,9,4,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,18,9,4,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,18,9,4,18,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,9,5,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,18,9,4,18,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,17,8,3,17,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,9,5,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,17,8,5,17,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,17,8,5,17,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,17,8,5,17,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,9,5,18,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,9,5,18,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,17,8,5,17,Generic
FIN,0.689659,1920,62,20415.88672,102543.4297,255,0.054964,1,1,1,1,1,Generic
FIN,0.599973,1046,254,12787.24121,8773.727539,255,0.027435,1,2,3,1,2, Fuzzers 
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,17,9,9,17,Generic
FIN,0.630487,1046,254,12168.37109,8260.28125,255,0.045867,1,2,5,1,2, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
FIN,1.274868,1142,254,6570.091797,4725.194824,255,0.050288,1,3,3,1,3, Fuzzers 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
FIN,0.529365,536,254,7299.311523,4684.858398,255,0.045262,1,1,1,1,1, Shellcode 
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,8,8,17,Generic
FIN,0.773903,1046,254,9913.386719,7535.828125,255,0.087082,1,3,3,1,3, Fuzzers 
FIN,0.559547,1528,254,19673.05664,3202.590576,255,0.038604,1,1,1,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,4,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,4,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,17,10,5,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,4,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,17,10,5,17,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,17,10,4,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,17,10,5,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,17,10,5,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,17,10,5,17,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,8,4,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,8,4,22,Generic
FIN,0.6858,830,62,8713.910156,14534.84961,255,0.064234,1,1,10,1,1,Exploits
INT,6e-06,114,254,76000000.0,0.0,0,0.0,2,22,8,4,22,Generic
FIN,0.460566,860,254,13444.32715,3890.864502,255,0.032963,1,1,1,1,1,Exploits
FIN,0.304648,13972,254,346524.5,5882.198242,255,0.073358,1,1,4,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,9,9,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,14,3,3,14,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,14,3,3,14,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,14,3,3,14,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,5,5,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,5,5,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,5,5,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,5,5,22,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,22,5,5,22,Generic
FIN,1.021434,564,254,3978.720215,2427.959229,255,0.095915,1,1,1,1,1, Reconnaissance 
FIN,2.280881,173971,62,606067.5625,8442.352539,255,0.053115,1,1,1,1,1,Exploits
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
FIN,0.954931,864,254,6517.748047,2597.046143,255,0.072297,1,1,5,1,1,Exploits
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
FIN,0.952181,1080,254,8317.746094,5965.252441,255,0.034241,1,4,5,2,4, Fuzzers 
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,14,9,9,14,Generic
FIN,0.952181,1080,254,8317.746094,5965.252441,255,0.034241,1,4,5,2,4, Fuzzers 
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,14,2,2,14,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,14,2,2,14,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,6,6,8,Generic
FIN,0.942131,592,254,4525.910156,1902.070923,255,0.085893,1,1,1,1,1, Reconnaissance 
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,2,2,8,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,15,7,7,15,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,8,2,2,8,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
FIN,1.062532,806,62,5466.188477,122627.8438,255,0.121833,1,1,2,1,1,Exploits
FIN,4.862669,163490,62,267104.3438,4058.676514,255,0.072602,1,1,3,1,5,Exploits
FIN,0.79022,806,62,7349.851562,17787.45117,255,0.144215,1,1,2,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,15,8,8,15,Generic
FIN,0.838971,1066,254,9325.709961,5807.11377,255,0.082924,1,5,1,1,1,Generic
FIN,1.059625,830,254,5639.730957,2340.450684,255,0.068294,1,2,2,1,1, Reconnaissance 
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
FIN,0.720496,1140,254,11392.15234,68119.74219,255,0.027775,1,1,2,1,1,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
FIN,0.413486,1060,254,18457.69922,4333.883301,255,0.088103,1,1,2,1,1, Reconnaissance 
INT,8e-06,114,254,57000000.0,0.0,0,0.0,2,17,17,8,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,17,17,9,17,Generic
FIN,0.425316,954,254,16157.39844,4213.337891,255,0.062098,1,2,1,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,24,17,8,24,Generic
INT,2e-06,114,254,228000000.0,0.0,0,0.0,2,24,17,9,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,2,2,18,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
FIN,1.160168,1018,62,6633.521973,27361.55273,255,0.078771,1,1,1,1,1,Exploits
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,18,2,2,18,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,24,7,7,24,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
FIN,0.422776,790,62,13453.93262,72359.82813,255,0.029205,1,1,9,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
FIN,1.273804,59314,62,366511.6563,12271.9043,255,0.032747,1,1,1,1,1,Exploits
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,9e-06,114,254,50666664.0,0.0,0,0.0,2,18,9,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
FIN,0.413793,1002,254,17438.67188,4330.667969,255,0.037154,1,1,5,1,1,Exploits
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,10,1,1,10,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,4e-06,114,254,114000000.0,0.0,0,0.0,2,18,8,8,18,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
FIN,0.475402,9962,254,157172.25,3769.441406,255,0.043963,1,1,1,1,1,Exploits
INT,3e-06,114,254,152000000.0,0.0,0,0.0,2,10,8,8,10,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,20,8,8,20,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,20,8,8,20,Generic
INT,5e-06,114,254,91200000.0,0.0,0,0.0,2,20,8,8,20,Generic
