srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips,ct_state_ttl,ct_flw_http,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.2,40865,149.171.126.18,143,tcp,FIN,1.937891,992,2650,62,252,6,7,-,3868.122559,10332.88281,18,18,255,255,228600727,1861806644,55,147,0,0,6257.548332,161.045906,1421931638,1421931640,113.923882,108.919938,0.159048,0.086242,0.072806,0,1,0,0,0,1,1,2,2,1,1,1,Exploits,1
175.45.176.2,56175,149.171.126.12,80,tcp,FIN,0.627458,616,10178,62,252,2,5,http,6553.426758,118956.1719,6,12,255,255,3401805887,3221737389,103,848,0,0,3267.725833,3819.059993,1421931639,1421931640,58.515,47.339364,0.219118,0.106716,0.112402,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.0,44991,149.171.126.15,179,tcp,CON,0.562838,182,182,254,252,1,1,-,1947.274292,1947.274292,4,4,255,255,540063405,3260263768,46,46,0,0,9218.514289,232.524766,1421931640,1421931640,168.338,164.422328,0.505001,0.06957,0.435431,0,4,0,0,0,10,3,2,3,2,1,2, Fuzzers,1
175.45.176.0,46124,149.171.126.18,110,tcp,FIN,3.513268,1632,172843,63,252,7,72,pop3,3611.452393,390845.2188,35,144,255,255,734693259,3130960442,47,1200,0,0,5682.735957,2630.511912,1421931637,1421931640,103.331415,22.670776,0.125515,0.066985,0.05853,0,1,0,0,0,1,1,2,3,1,1,1,Exploits,1
175.45.176.0,47966,149.171.126.15,179,tcp,FIN,0.654153,1526,354,254,252,2,1,-,16803.4082,3791.162109,10,8,255,255,3925191640,2311053235,153,44,0,0,4200.679662,141.277625,1421931641,1421931641,69.896556,81.748289,0.155601,0.081905,0.073696,0,1,0,0,0,10,3,1,5,5,1,1, Fuzzers,1
175.45.176.0,34209,149.171.126.15,179,tcp,FIN,0.799914,2550,268,254,252,2,1,-,22952.4668,2240.240723,10,6,255,255,1807263242,2632637815,255,45,0,0,4538.368608,232.2295,1421931641,1421931642,85.979333,137.613203,0.187173,0.111838,0.075335,0,1,0,0,0,7,5,1,1,1,1,1, Fuzzers,1
175.45.176.2,24243,149.171.126.19,111,tcp,FIN,0.974047,564,354,254,252,2,1,-,4172.283203,2546.078369,10,8,255,255,1719381912,3181222137,56,44,0,0,7550.567857,168.195953,1421931642,1421931643,100.660111,129.779,0.139012,0.065592,0.07342,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,3,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,3,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,3,7,Generic,1
175.45.176.0,63159,149.171.126.15,179,tcp,FIN,0.877454,2550,354,254,252,2,1,-,20924.17383,2826.359131,10,8,255,255,2462665885,3105986680,255,44,0,0,4702.654705,179.259328,1421931642,1421931643,92.693556,103.55557,0.202774,0.152564,0.05021,0,1,0,0,0,7,5,1,2,2,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931643,1421931643,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.3,10034,149.171.126.19,25,tcp,FIN,2.427129,54124,2114,62,252,26,8,smtp,175321.5469,6700.920898,58,26,255,255,3309179961,658548720,933,81,0,0,3367.017512,121.98843,1421931641,1421931644,42.581212,92.697844,0.179996,0.109326,0.07067,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.3,42533,149.171.126.15,80,tcp,FIN,0.586699,1072,268,254,252,2,1,http,13158.36523,3054.376953,10,6,255,255,3364079547,3352978014,107,45,0,0,3504.243808,171.004781,1421931643,1421931644,65.067667,104.121398,0.18172,0.066071,0.115649,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.0,49974,149.171.126.12,25,tcp,FIN,3.22923,97465,2320,62,252,42,8,smtp,238776.4375,5556.742676,90,30,255,255,2817196294,3241918269,1083,77,0,0,3561.474655,156.134547,1421931642,1421931645,36.273584,106.895031,0.195486,0.12927,0.066216,0,1,0,0,0,1,1,1,4,1,1,1,Exploits,1
175.45.176.0,52286,149.171.126.15,179,tcp,FIN,0.89895,2550,268,254,252,2,1,-,20423.82813,1993.43689,10,6,255,255,850063636,1109262036,255,45,0,0,5808.119211,272.915531,1421931644,1421931645,94.765444,161.341594,0.166772,0.092231,0.074541,0,1,0,0,0,7,5,2,4,3,1,2, Fuzzers,1
175.45.176.0,54420,149.171.126.15,179,tcp,FIN,0.515219,2550,268,254,252,2,1,-,35635.33203,3478.132812,10,6,255,255,448439632,1885350598,255,45,0,0,2915.1895,121.752195,1421931645,1421931645,52.491111,89.017,0.095625,0.070127,0.025498,0,1,0,0,0,7,5,2,4,3,1,2, Fuzzers,1
175.45.176.0,8058,149.171.126.15,179,tcp,FIN,0.487647,2454,268,254,252,1,1,-,3674.789307,35238.60547,8,6,255,255,4035478976,499786294,307,45,0,0,55.413066,120.715641,1421931646,1421931646,36.97743,97.529398,0.0,0.0,0.0,0,1,0,0,0,7,5,1,1,1,1,1, Fuzzers,1
175.45.176.0,52074,149.171.126.12,111,tcp,FIN,1.389502,564,354,254,252,2,1,-,2924.788818,1784.812012,10,8,255,255,2941090039,1738691850,56,44,0,0,11123.7198,276.977875,1421931646,1421931647,152.802222,187.437281,0.234327,0.077437,0.15689,0,1,0,0,0,8,1,1,3,1,1,1,Reconnaissance,1
175.45.176.1,15950,149.171.126.19,80,tcp,FIN,1.050425,536,1054,254,252,2,2,http,3678.510986,7227.550293,10,10,255,255,1812960304,4149603432,54,105,0,0,6613.263694,208.446453,1421931646,1421931647,116.713889,108.359445,0.136563,0.07452,0.062043,0,1,0,0,0,2,2,1,1,1,1,1,Generic,1
175.45.176.0,46564,149.171.126.15,179,tcp,FIN,0.937417,2550,268,254,252,2,1,-,19585.73438,1911.635986,10,6,255,255,3999306330,3734900309,255,45,0,0,5198.861507,268.909938,1421931646,1421931647,98.622556,158.144594,0.265557,0.146687,0.11887,0,1,0,0,0,8,4,1,3,2,1,1, Fuzzers,1
175.45.176.2,14925,149.171.126.10,80,tcp,FIN,0.608466,1064,268,254,252,2,1,http,12595.6084,2945.111084,10,6,255,255,1798637482,1667551489,106,45,1,0,3238.120252,121.178008,1421931646,1421931647,59.024333,90.408203,0.23534,0.156423,0.078917,0,1,1,0,0,2,2,2,1,1,1,1,Exploits,1
175.45.176.0,50152,149.171.126.15,179,tcp,FIN,0.45945,2550,268,254,252,2,1,-,39960.82031,3900.31543,10,6,255,255,1851862066,1359882310,255,45,0,0,2429.776269,97.287172,1421931648,1421931648,47.818444,74.287203,0.166801,0.08801,0.078791,0,1,0,0,0,8,4,1,2,2,1,1, Fuzzers,1
175.45.176.1,13939,149.171.126.19,80,tcp,FIN,0.681243,586,354,254,252,2,1,http,6200.430664,3640.404297,10,8,255,255,2344732170,2024254900,59,44,1,0,4396.503608,153.343469,1421931648,1421931648,74.011778,87.08943,0.163139,0.071607,0.091532,0,1,1,0,0,2,2,1,6,1,1,1,Generic,1
175.45.176.1,62549,149.171.126.17,111,tcp,FIN,0.90342,564,354,254,252,2,1,-,4498.461426,2745.124268,10,8,255,255,1711108640,734104052,56,44,0,0,6342.973089,179.881531,1421931647,1421931648,95.831,121.917,0.124542,0.049997,0.074545,0,1,0,0,0,1,1,1,6,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931648,1421931648,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931648,1421931648,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931648,1421931648,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,6,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931648,1421931648,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,6,4,4,4,Generic,1
175.45.176.0,56312,149.171.126.15,179,tcp,FIN,0.496839,2550,268,254,252,2,1,-,36953.62109,3606.802246,10,6,255,255,4220871964,2571620907,255,45,0,0,2681.710697,129.799367,1421931649,1421931649,50.722667,92.376203,0.145767,0.034948,0.110819,0,1,0,0,0,8,4,1,1,1,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931649,1421931649,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931649,1421931649,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931649,1421931649,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.2,52927,149.171.126.10,80,tcp,FIN,0.726855,1412,1650,254,252,2,2,http,13989.03516,15133.69238,10,6,255,255,2614798267,2799301386,141,275,1,456,4950.033693,177.898172,1421931650,1421931650,80.761667,129.693797,0.111047,0.077822,0.033225,0,1,1,0,0,2,2,2,1,1,1,1,Generic,1
175.45.176.0,38856,149.171.126.15,179,tcp,FIN,0.568269,4678,268,254,252,3,1,-,60379.85547,3153.436035,12,6,255,255,3918430924,1038220830,390,45,0,0,0.0,169.10175,1421931650,1421931650,51.660819,96.566203,0.142768,0.05891,0.083858,0,1,0,0,0,8,4,1,2,2,1,1, Fuzzers,1
175.45.176.1,27647,149.171.126.16,11682,tcp,FIN,0.857924,25256,726,254,252,10,2,-,5641.525391,226453.625,26,6,255,255,1310122823,2694079950,971,121,0,0,3398.733692,210.523438,1421931650,1421931651,30.70416,171.584797,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,25670,149.171.126.15,179,tcp,FIN,0.778089,4630,172,254,252,1,0,-,43285.53906,1326.326416,11,4,255,255,288157745,202555582,421,43,0,0,4002.582716,35.291227,1421931651,1421931651,77.808903,24.962666,0.0,0.0,0.0,0,1,0,0,0,7,5,1,1,1,1,1, Fuzzers,1
175.45.176.2,1874,149.171.126.18,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931651,1421931651,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,54582,149.171.126.15,179,tcp,FIN,0.622659,4678,354,254,252,3,1,-,55105.60156,3982.918213,12,8,255,255,3415792294,1269527800,390,44,0,0,4096.03834,115.482336,1421931652,1421931652,54.329275,81.01943,0.126937,0.055512,0.071425,0,1,0,0,0,7,5,1,2,2,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931653,1421931653,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931653,1421931653,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931653,1421931653,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931653,1421931653,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
175.45.176.0,45065,149.171.126.15,179,tcp,FIN,0.551669,4678,268,254,252,3,1,-,62196.71484,3248.324707,12,6,255,255,239847991,534606821,390,45,0,0,2721.971415,144.516234,1421931652,1421931653,45.785547,91.205398,0.208617,0.095632,0.112985,0,1,0,0,0,7,5,2,2,2,1,2, Fuzzers,1
175.45.176.0,63476,149.171.126.15,179,tcp,FIN,0.482467,4678,268,254,252,3,1,-,71117.82031,3714.243652,12,6,255,255,798731256,2800272754,390,45,0,0,0.0,119.020883,1421931653,1421931653,41.631999,77.807602,0.165575,0.093423,0.072152,0,1,0,0,0,7,5,2,2,2,1,2, Fuzzers,1
175.45.176.3,56298,149.171.126.11,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931653,1421931653,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,54536,149.171.126.15,179,tcp,FIN,0.58694,4678,268,254,252,3,1,-,58459.12891,3053.123047,12,6,255,255,178164265,233173222,390,45,0,0,2983.306879,155.680609,1421931654,1421931654,53.358182,88.599,0.192428,0.111328,0.0811,0,1,0,0,0,7,5,1,2,2,1,1, Fuzzers,1
175.45.176.0,60531,149.171.126.15,179,tcp,FIN,0.806663,4678,354,254,252,3,1,-,42535.73047,3074.394287,12,8,255,255,3613346352,1730771080,390,44,0,0,5554.95646,143.255609,1421931654,1421931655,73.251181,103.55143,0.142603,0.081793,0.06081,0,1,0,0,0,8,3,1,3,2,1,1, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931655,1421931655,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.3,17856,149.171.126.13,111,tcp,FIN,1.215998,468,354,254,252,1,1,-,2039.476929,2697.372803,8,8,255,255,889263648,3491524157,59,44,0,0,330.305625,244.440844,1421931654,1421931655,162.049,173.714,0.0,0.0,0.0,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,13040,149.171.126.12,4433,udp,INT,0.029969,1644,0,254,0,0,0,-,329140.125,0.0,4,0,0,0,0,0,411,0,0,0,14.111259,0.0,1421931655,1421931655,9.989667,0.0,0.0,0.0,0.0,0,2,0,0,0,8,1,1,3,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931655,1421931655,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931655,1421931655,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,3,3,3,3,3,Generic,1
175.45.176.2,23880,149.171.126.16,7205,tcp,FIN,2.734796,4520,96,254,252,6,1,-,12122.29297,140.412659,12,2,255,255,170639449,3062914223,377,48,0,0,18702.15994,0.0,1421931653,1421931655,248.61783,0.001,0.118645,0.056936,0.061709,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,17490,149.171.126.18,59706,tcp,CON,0.379294,358,96,254,252,2,1,-,6306.453613,1012.407227,6,2,255,255,4099111499,1494392863,60,48,0,0,3800.778933,0.0,1421931655,1421931656,75.8588,0.011,0.202535,0.103102,0.099433,0,4,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.0,54474,149.171.126.15,179,tcp,FIN,0.952872,364,268,254,252,1,1,-,2678.219238,1880.630371,8,6,255,255,3721051187,477197788,46,45,0,0,8111.554945,292.636281,1421931656,1421931657,136.124576,163.843203,0.252831,0.13289,0.119941,0,1,0,0,0,8,3,1,2,2,1,1, Fuzzers,1
175.45.176.0,24279,149.171.126.15,179,tcp,FIN,0.945554,8854,354,254,252,4,1,-,69563.45313,2622.801025,14,8,255,255,1248337442,3572499318,632,44,0,0,4368.825836,194.895547,1421931657,1421931658,72.734923,112.72357,0.175525,0.116023,0.059502,0,1,0,0,0,8,3,1,2,2,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931658,1421931658,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931658,1421931658,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931658,1421931658,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931658,1421931658,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931659,1421931659,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931659,1421931659,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,1,1,1,1,1,Generic,1
175.45.176.1,43706,149.171.126.16,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931659,1421931659,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,3,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931659,1421931659,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,Generic,1
175.45.176.0,14981,149.171.126.15,179,tcp,FIN,0.503386,8854,268,254,252,4,1,-,130667.1172,3559.892334,14,6,255,255,3494036356,2402503392,632,45,0,0,2470.452029,148.927797,1421931659,1421931659,38.721999,83.041203,0.21257,0.070666,0.141904,0,1,0,0,0,6,3,1,2,2,1,1, Fuzzers,1
175.45.176.0,32934,149.171.126.13,80,tcp,FIN,2.947313,696,96,254,252,6,1,http,1731.746826,130.288162,12,2,255,255,1030935197,411847798,58,48,1,0,19036.39447,0.0,1421931657,1421931660,267.937557,0.003,0.220973,0.068654,0.152319,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.0,37303,149.171.126.15,179,tcp,FIN,1.077703,8854,354,254,252,4,1,-,61033.51172,2301.190674,14,8,255,255,3612909903,3919574967,632,44,0,0,5684.765796,294.199437,1421931660,1421931661,82.830618,139.667719,0.161866,0.100018,0.061848,0,1,0,0,0,6,3,1,1,1,1,1, Fuzzers,1
175.45.176.3,36785,149.171.126.10,80,tcp,FIN,0.9064,852,2198,62,252,2,2,http,6769.638184,17466.90234,10,10,255,255,1324086744,2544461994,85,220,1,632,5466.818144,192.372562,1421931660,1421931661,100.711111,92.037555,0.271303,0.077406,0.193897,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,56548,149.171.126.12,80,tcp,FIN,1.072601,786,1286,62,252,2,2,http,5280.621582,8398.277344,10,8,255,255,2561789660,2847123382,79,161,1,237,6086.981832,244.156156,1421931661,1421931662,119.074444,143.067422,0.242212,0.071122,0.17109,0,1,1,0,0,1,1,1,5,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931662,1421931662,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931662,1421931662,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931662,1421931662,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931662,1421931662,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,Generic,1
175.45.176.2,47732,149.171.126.13,88,udp,INT,1.9e-05,510,0,254,0,0,0,-,107368424.0,0.0,2,0,0,0,0,0,255,0,0,0,0.0,0.0,1421931663,1421931663,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.0,52859,149.171.126.15,179,tcp,FIN,1.006722,8854,354,254,252,4,1,-,65336.80859,2463.440918,14,8,255,255,1646175121,504837174,632,44,0,0,4732.031018,221.591219,1421931662,1421931663,77.440153,113.253859,0.354232,0.212997,0.141235,0,1,0,0,0,6,3,1,1,1,1,1, Fuzzers,1
175.45.176.0,59146,149.171.126.15,179,tcp,FIN,0.80801,8854,354,254,252,4,1,-,81404.9375,3069.269043,14,8,255,255,925534947,2914985988,632,44,0,0,4904.758337,144.240797,1421931663,1421931664,62.084923,103.52243,0.149116,0.083342,0.065774,0,1,0,0,0,9,5,3,3,3,1,1, Fuzzers,1
175.45.176.1,56835,149.171.126.15,110,tcp,FIN,5.731757,2662,347063,62,252,7,134,pop3,3654.027832,482627.5625,60,272,255,255,2768572848,2433069325,44,1276,0,0,4834.555529,2319.085706,1421931658,1421931664,97.148424,20.822786,0.171504,0.067948,0.103556,0,1,0,0,0,1,1,3,4,1,1,1,Exploits,1
175.45.176.1,56835,149.171.126.15,110,tcp,FIN,5.731757,2662,347063,62,252,7,134,pop3,3654.027832,482627.5625,60,272,255,255,2768572848,2433069325,44,1276,0,0,4834.555529,2319.085706,1421931658,1421931664,97.148424,20.822786,0.171504,0.067948,0.103556,0,1,0,0,0,1,1,3,4,1,1,1,Exploits,1
175.45.176.0,13732,149.171.126.10,179,tcp,FIN,0.690989,534,268,254,252,2,1,-,5568.82959,2593.384277,10,6,255,255,4252070097,471392388,53,45,0,0,3733.57476,187.401469,1421931663,1421931664,76.776556,124.501398,0.136747,0.067731,0.069016,0,1,0,0,0,9,4,2,3,3,2,2, Fuzzers,1
175.45.176.0,13732,149.171.126.10,179,tcp,FIN,0.690989,534,268,254,252,2,1,-,5568.82959,2593.384277,10,6,255,255,4252070097,471392388,53,45,0,0,3733.57476,187.401469,1421931663,1421931664,76.776556,124.501398,0.136747,0.067731,0.069016,0,1,0,0,0,9,4,2,3,3,2,2, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931664,1421931664,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,3,4,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931664,1421931664,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,3,4,3,3,3,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931664,1421931664,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,3,4,3,3,3,Generic,1
175.45.176.3,29659,149.171.126.15,111,udp,INT,7e-06,168,0,254,0,0,0,-,96000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931664,1421931664,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,1,5,3,1,1,1,1,Reconnaissance,1
